Date,Open,High,Low,Close,Adj Close,Volume
2019-03-07,122.500000,125.470001,122.089996,123.330002,123.330002,2493300
2019-03-08,121.209999,123.720001,119.510002,122.430000,122.430000,1871600
2019-03-11,123.000000,125.839996,122.989998,125.809998,125.809998,2155300
2019-03-12,126.750000,126.779999,124.629997,124.790001,124.790001,1786400
2019-03-13,124.489998,126.339996,124.070000,124.250000,124.250000,1462200
2019-03-14,125.400002,128.380005,124.430000,126.419998,126.419998,2031100
2019-03-15,126.500000,127.980003,126.120003,127.320000,127.320000,1938000
2019-03-18,127.330002,129.899994,127.330002,128.580002,128.580002,1800000
2019-03-19,129.690002,130.380005,128.580002,129.550003,129.550003,1681800
2019-03-20,129.500000,131.000000,127.660004,129.990005,129.990005,1186200
2019-03-21,129.500000,132.500000,129.500000,132.470001,132.470001,1291800
2019-03-22,132.220001,132.279999,124.550003,125.680000,125.680000,2298500
2019-03-25,125.000000,125.389999,122.019997,123.540001,123.540001,2112800
2019-03-26,125.910004,126.000000,123.500000,124.279999,124.279999,1233100
2019-03-27,124.199997,124.610001,118.830002,120.489998,120.489998,1614300
2019-03-28,120.500000,122.330002,119.500000,121.830002,121.830002,1203000
2019-03-29,123.199997,125.570000,122.330002,124.599998,124.599998,2405100
2019-04-01,126.300003,128.880005,124.529999,126.839996,126.839996,1459200
2019-04-02,126.839996,127.820000,125.480003,127.730003,127.730003,1471400
2019-04-03,128.610001,129.910004,127.250000,128.869995,128.869995,1081500
2019-04-04,129.000000,130.160004,122.949997,125.949997,125.949997,1686700
2019-04-05,126.080002,129.080002,126.070000,128.699997,128.699997,1548700
2019-04-08,128.740005,129.699997,125.900002,129.630005,129.630005,972500
2019-04-09,128.690002,130.020004,128.169998,129.690002,129.690002,1169200
2019-04-10,130.320007,134.320007,130.210007,133.919998,133.919998,1467100
2019-04-11,133.619995,135.770004,133.220001,135.380005,135.380005,1357700
2019-04-12,135.899994,135.899994,133.940002,134.940002,134.940002,1008200
2019-04-15,135.020004,136.490005,132.740005,134.679993,134.679993,960900
2019-04-16,135.779999,137.250000,132.350006,133.520004,133.520004,1253500
2019-04-17,134.589996,134.789993,128.199997,128.910004,128.910004,1560500
2019-04-18,128.800003,129.580002,125.250000,128.080002,128.080002,1264800
2019-04-22,127.889999,130.369995,127.300003,130.000000,130.000000,1295000
2019-04-23,130.500000,133.759995,129.639999,133.610001,133.610001,1714000
2019-04-24,134.330002,135.740005,133.190002,133.289993,133.289993,977500
2019-04-25,135.020004,136.759995,132.690002,135.759995,135.759995,1422400
2019-04-26,136.100006,138.199997,135.279999,137.699997,137.699997,1008900
2019-04-29,138.110001,140.750000,138.000000,138.880005,138.880005,1142600
2019-04-30,138.240005,139.960007,136.929993,138.039993,138.039993,726100
2019-05-01,138.520004,139.000000,134.660004,134.809998,134.809998,1331100
2019-05-02,134.500000,136.960007,132.729996,134.470001,134.470001,1166600
2019-05-03,135.600006,136.589996,134.000000,135.220001,135.220001,999000
2019-05-06,131.009995,135.539993,129.199997,135.100006,135.100006,729000
2019-05-07,133.500000,134.000000,128.220001,131.289993,131.289993,1473600
2019-05-08,131.289993,132.940002,130.229996,131.770004,131.770004,652400
2019-05-09,130.059998,132.970001,127.720001,132.429993,132.429993,758400
2019-05-10,132.039993,134.190002,129.919998,133.320007,133.320007,871900
2019-05-13,128.860001,130.809998,126.139999,126.860001,126.860001,1034100
2019-05-14,128.259995,131.929993,127.519997,130.979996,130.979996,964600
2019-05-15,130.210007,135.839996,130.210007,135.000000,135.000000,1140500
2019-05-16,135.660004,140.660004,135.570007,139.009995,139.009995,1817500
2019-05-17,138.000000,138.619995,135.589996,136.490005,136.490005,1021700
2019-05-20,136.190002,136.600006,133.509995,134.330002,134.330002,1318900
2019-05-21,135.520004,138.550003,135.520004,138.270004,138.270004,1366200
2019-05-22,137.070007,137.429993,135.240005,136.119995,136.119995,1693500
2019-05-23,134.029999,134.160004,128.009995,128.729996,128.729996,3411300
2019-05-24,125.790001,129.500000,115.620003,119.300003,119.300003,11667900
2019-05-28,120.089996,124.980003,120.070000,122.190002,122.190002,3805600
2019-05-29,120.500000,121.989998,117.889999,118.769997,118.769997,2511400
2019-05-30,119.959999,120.199997,117.110001,117.599998,117.599998,1555700
2019-05-31,114.959999,116.660004,113.190002,113.989998,113.989998,2777900
2019-06-03,113.889999,113.889999,107.889999,109.050003,109.050003,2641400
2019-06-04,111.250000,111.989998,109.910004,111.730003,111.730003,1957000
2019-06-05,113.720001,114.199997,108.910004,110.970001,110.970001,1888200
2019-06-06,110.739998,111.000000,107.959999,109.500000,109.500000,2600600
2019-06-07,110.400002,112.370003,110.129997,111.339996,111.339996,2443400
2019-06-10,115.510002,121.500000,114.989998,118.510002,118.510002,4069000
2019-06-11,120.000000,120.250000,115.320000,116.750000,116.750000,2227700
2019-06-12,115.230003,116.489998,114.260002,116.129997,116.129997,1262900
2019-06-13,116.129997,118.730003,115.800003,118.239998,118.239998,1177600
2019-06-14,117.980003,118.959999,116.290001,118.239998,118.239998,1369800
2019-06-17,118.370003,121.089996,118.239998,119.320000,119.320000,1181000
2019-06-18,120.269997,122.449997,119.879997,120.080002,120.080002,1228800
2019-06-19,120.849998,122.160004,119.349998,122.110001,122.110001,1089400
2019-06-20,124.000000,125.879997,122.860001,124.470001,124.470001,1539000
2019-06-21,124.029999,125.099998,123.169998,124.339996,124.339996,1748900
2019-06-24,125.800003,126.000000,122.589996,122.930000,122.930000,1187800
2019-06-25,122.120003,122.730003,117.779999,117.989998,117.989998,2023600
2019-06-26,119.860001,122.580002,118.510002,120.760002,120.760002,1736600
2019-06-27,121.239998,124.970001,120.330002,124.230003,124.230003,1284300
2019-06-28,124.820000,126.180000,123.169998,125.750000,125.750000,2011600
2019-07-01,129.000000,129.199997,124.800003,125.330002,125.330002,2124900
2019-07-02,125.330002,128.610001,125.059998,128.440002,128.440002,1283000
2019-07-03,128.610001,130.000000,127.730003,129.309998,129.309998,932300
2019-07-05,128.690002,130.470001,127.790001,130.320007,130.320007,844300
2019-07-08,129.880005,130.470001,128.119995,130.410004,130.410004,950900
2019-07-09,130.000000,132.630005,129.750000,132.360001,132.360001,1458300
2019-07-10,132.699997,134.380005,131.940002,132.210007,132.210007,1034700
2019-07-11,133.039993,138.089996,132.539993,137.419998,137.419998,2332600
2019-07-12,136.600006,137.520004,134.779999,136.820007,136.820007,1746200
2019-07-15,137.639999,139.539993,136.149994,138.490005,138.490005,1408400
2019-07-16,138.000000,138.259995,135.919998,136.509995,136.509995,1198300
2019-07-17,137.039993,139.250000,136.649994,138.559998,138.559998,1234700
2019-07-18,137.580002,139.500000,137.009995,138.389999,138.389999,1261400
2019-07-19,139.309998,140.279999,138.039993,138.139999,138.139999,1358800
2019-07-22,139.059998,139.910004,138.300003,138.699997,138.699997,846300
2019-07-23,139.080002,139.440002,136.220001,137.770004,137.770004,843700
2019-07-24,137.350006,140.149994,136.630005,139.960007,139.960007,937000
2019-07-25,139.820007,139.889999,137.809998,138.740005,138.740005,1071300
2019-07-26,139.770004,142.059998,139.429993,140.729996,140.729996,1089500
2019-07-29,141.000000,141.360001,134.710007,138.220001,138.220001,976700
2019-07-30,136.160004,139.149994,135.139999,137.490005,137.490005,915700
2019-07-31,137.990005,139.479996,133.360001,135.309998,135.309998,1266800
2019-08-01,135.410004,138.869995,134.399994,135.059998,135.059998,1209700
2019-08-02,133.729996,133.729996,123.809998,126.470001,126.470001,2944900
2019-08-05,121.480003,123.500000,120.169998,122.470001,122.470001,2075600
2019-08-06,124.820000,126.330002,122.709999,124.540001,124.540001,1258900
2019-08-07,122.000000,124.400002,121.050003,122.720001,122.720001,1147400
2019-08-08,124.709999,127.680000,123.849998,126.879997,126.879997,1124700
2019-08-09,127.059998,131.589996,126.970001,130.179993,130.179993,1588000
2019-08-12,128.779999,129.800003,127.000000,129.119995,129.119995,963600
2019-08-13,129.479996,132.419998,128.559998,131.720001,131.720001,1025700
2019-08-14,129.289993,129.369995,123.800003,125.599998,125.599998,1231900
2019-08-15,125.349998,126.250000,122.809998,123.540001,123.540001,963400
2019-08-16,124.760002,127.690002,124.690002,124.790001,124.790001,1549300
2019-08-19,128.410004,128.410004,124.400002,125.559998,125.559998,1644200
2019-08-20,125.209999,128.830002,124.779999,126.720001,126.720001,2100100
2019-08-21,128.399994,129.570007,127.150002,128.460007,128.460007,4091700
2019-08-22,122.790001,125.029999,114.230003,118.389999,118.389999,15353600
2019-08-23,116.650002,121.599998,116.300003,118.559998,118.559998,6003100
2019-08-26,119.500000,119.779999,111.320000,112.540001,112.540001,4630700
2019-08-27,113.150002,115.360001,110.879997,112.970001,112.970001,4036200
2019-08-28,112.870003,113.570000,110.529999,110.570000,110.570000,2304100
2019-08-29,112.000000,112.629997,109.660004,112.410004,112.410004,2563900
2019-08-30,113.260002,113.699997,110.180000,111.820000,111.820000,1882500
2019-09-03,110.540001,111.620003,107.160004,108.220001,108.220001,2161700
2019-09-04,109.169998,109.970001,107.389999,109.699997,109.699997,1890300
2019-09-05,111.000000,111.900002,109.199997,110.680000,110.680000,1885300
2019-09-06,111.040001,112.279999,110.099998,110.360001,110.360001,1039800
2019-09-09,111.730003,111.889999,107.449997,109.480003,109.480003,1995900
2019-09-10,109.430000,113.089996,108.709999,112.709999,112.709999,2386000
2019-09-11,112.709999,116.089996,110.709999,113.889999,113.889999,2627200
2019-09-12,116.129997,116.589996,113.669998,113.910004,113.910004,1804900
2019-09-13,114.110001,114.529999,112.239998,113.650002,113.650002,1176600
2019-09-16,112.800003,115.449997,112.169998,114.820000,114.820000,1348200
2019-09-17,117.500000,119.180000,116.080002,118.739998,118.739998,2499400
2019-09-18,118.000000,118.000000,114.080002,116.930000,116.930000,1379100
2019-09-19,119.309998,123.750000,119.089996,121.879997,121.879997,3441900
2019-09-20,121.970001,121.980003,118.669998,121.599998,121.599998,2418100
2019-09-23,121.349998,123.410004,120.260002,122.739998,122.739998,1451500
2019-09-24,123.000000,123.760002,117.800003,118.930000,118.930000,1969700
2019-09-25,118.589996,118.800003,115.099998,117.540001,117.540001,1767800
2019-09-26,117.750000,120.169998,117.349998,119.570000,119.570000,1047000
2019-09-27,120.269997,120.279999,116.160004,118.059998,118.059998,1475600
2019-09-30,118.000000,118.589996,116.050003,117.860001,117.860001,1280000
2019-10-01,118.690002,119.580002,116.629997,117.070000,117.070000,1136900
2019-10-02,116.480003,116.550003,113.379997,115.589996,115.589996,1332500
2019-10-03,116.779999,119.550003,113.809998,118.930000,118.930000,1179700
2019-10-04,119.389999,123.000000,118.720001,122.849998,122.849998,1386581
